Freq	Int 	Phase
-3.21833e+14	9.32914e-18	-0.122962
-3.21345e+14	4.58854e-18	-2.40526
-3.20857e+14	3.51801e-18	-1.75425
-3.20368e+14	1.27377e-17	-1.74022
-3.1988e+14	1.73299e-17	-1.2577
-3.19392e+14	1.60526e-18	-1.50238
-3.18904e+14	1.20477e-17	-0.452203
-3.18415e+14	4.33443e-18	-1.20761
-3.17927e+14	2.34414e-17	-1.04802
-3.17439e+14	7.08601e-17	-1.11676
-3.1695e+14	2.49236e-17	0.335223
-3.16462e+14	4.98026e-18	-1.26775
-3.15974e+14	4.80056e-17	-0.934702
-3.15486e+14	5.40746e-17	-0.628552
-3.14997e+14	4.69278e-17	0.14265
-3.14509e+14	2.48142e-17	0.571479
-3.14021e+14	1.94055e-17	-2.17684
-3.13532e+14	3.44319e-17	-1.47374
-3.13044e+14	1.70842e-17	0.702686
-3.12556e+14	4.8624e-18	0.411181
-3.12068e+14	3.22624e-18	-0.0981405
-3.11579e+14	4.51744e-18	0.408263
-3.11091e+14	4.79363e-18	1.07823
-3.10603e+14	1.49335e-17	-0.808182
-3.10114e+14	5.68553e-17	-0.988591
-3.09626e+14	1.39152e-18	-0.42645
-3.09138e+14	1.37964e-17	0.089312
-3.0865e+14	4.68708e-18	2.48183
-3.08161e+14	2.34542e-17	-1.61315
-3.07673e+14	7.44671e-19	-2.4723
-3.07185e+14	1.13843e-17	-0.186588
-3.06696e+14	9.89676e-18	0.4704
-3.06208e+14	1.99535e-17	-0.697361
-3.0572e+14	9.71024e-19	1.74625
-3.05232e+14	2.89766e-17	1.13768
-3.04743e+14	2.68825e-18	-1.53138
-3.04255e+14	2.54823e-17	-1.0374
-3.03767e+14	1.12217e-17	0.522095
-3.03279e+14	2.282e-18	-1.45776
-3.0279e+14	4.52004e-18	-1.21972
-3.02302e+14	4.05288e-18	-1.13698
-3.01814e+14	6.44122e-18	-0.281323
-3.01325e+14	1.48618e-17	-0.6535
-3.00837e+14	1.0878e-18	3.105
-3.00349e+14	1.46062e-17	-2.07813
-2.99861e+14	9.99481e-18	-1.55928
-2.99372e+14	3.60261e-18	-1.66201
-2.98884e+14	2.24013e-18	0.780163
-2.98396e+14	1.47012e-17	-2.62004
-2.97907e+14	1.66307e-18	-1.24948
-2.97419e+14	1.22691e-17	0.0703423
-2.96931e+14	3.34741e-18	-2.43134
-2.96443e+14	2.3727e-17	-2.05713
-2.95954e+14	2.7993e-18	-1.37228
-2.95466e+14	2.14177e-17	-1.98348
-2.94978e+14	1.70203e-17	-1.70473
-2.94489e+14	9.69988e-18	-1.57522
-2.94001e+14	8.2653e-18	-2.02271
-2.93513e+14	1.88765e-17	-0.965659
-2.93025e+14	5.3434e-18	-1.86991
-2.92536e+14	1.67013e-17	-2.28839
-2.92048e+14	1.4379e-17	-1.71759
-2.9156e+14	5.88411e-18	-1.71983
-2.91071e+14	3.09924e-18	-2.22155
-2.90583e+14	1.25329e-17	-2.1082
-2.90095e+14	3.14409e-17	-2.16603
-2.89607e+14	3.99931e-18	3.09836
-2.89118e+14	3.34807e-17	-2.18939
-2.8863e+14	8.66419e-17	-2.70042
-2.88142e+14	2.024e-17	-1.56886
-2.87654e+14	9.93029e-18	-1.66807
-2.87165e+14	1.6907e-17	-2.52563
-2.86677e+14	2.0442e-17	-2.11682
-2.86189e+14	4.49867e-17	-2.74565
-2.857e+14	2.40735e-17	-2.45718
-2.85212e+14	1.4452e-17	-1.61785
-2.84724e+14	2.8276e-17	-2.22657
-2.84236e+14	2.82059e-17	-1.56568
-2.83747e+14	5.02846e-17	-2.71116
-2.83259e+14	1.26032e-17	-2.46956
-2.82771e+14	3.25762e-19	0.774576
-2.82282e+14	6.34707e-17	-2.8883
-2.81794e+14	1.73644e-17	-2.71867
-2.81306e+14	1.6414e-17	-2.34096
-2.80818e+14	1.44146e-17	-2.74044
-2.80329e+14	4.34094e-19	0.171611
-2.79841e+14	3.0147e-17	-2.89052
-2.79353e+14	2.23998e-17	-3.0527
-2.78864e+14	1.1286e-17	-2.6184
-2.78376e+14	3.48276e-17	-2.51573
-2.77888e+14	3.01254e-18	-1.55273
-2.774e+14	7.49747e-18	-2.63679
-2.76911e+14	8.0205e-18	2.91414
-2.76423e+14	1.0209e-17	-1.54638
-2.75935e+14	7.27543e-18	1.57009
-2.75446e+14	1.67145e-17	-3.01127
-2.74958e+14	1.92338e-18	-0.424025
-2.7447e+14	4.76255e-18	2.30253
-2.73982e+14	4.55804e-18	1.14361
-2.73493e+14	4.87445e-18	-1.86919
-2.73005e+14	4.11009e-17	2.77288
-2.72517e+14	5.50682e-18	-1.75982
-2.72029e+14	7.14799e-19	1.19187
-2.7154e+14	2.04268e-17	-2.57672
-2.71052e+14	1.35952e-20	1.51671
-2.70564e+14	6.7891e-18	-0.506706
-2.70075e+14	1.81012e-18	-3.02717
-2.69587e+14	1.75559e-18	-1.94004
-2.69099e+14	8.65653e-18	0.72685
-2.68611e+14	2.63129e-17	-0.820652
-2.68122e+14	1.41286e-17	1.54937
-2.67634e+14	2.98923e-18	1.69951
-2.67146e+14	1.17485e-17	-0.489662
-2.66657e+14	4.67223e-18	1.7244
-2.66169e+14	2.13575e-19	-2.00528
-2.65681e+14	3.69201e-17	-1.64215
-2.65193e+14	8.92187e-18	-1.38252
-2.64704e+14	5.31229e-18	-1.09092
-2.64216e+14	1.10979e-18	0.721775
-2.63728e+14	9.29138e-18	-2.28146
-2.63239e+14	1.14238e-17	-1.07087
-2.62751e+14	1.34968e-17	-2.51498
-2.62263e+14	1.85516e-17	-1.7888
-2.61775e+14	1.54444e-17	-1.42634
-2.61286e+14	2.03118e-17	-1.3172
-2.60798e+14	3.36097e-17	-1.53819
-2.6031e+14	2.25597e-17	-2.92534
-2.59821e+14	2.59723e-18	1.80574
-2.59333e+14	1.94268e-18	-2.47562
-2.58845e+14	3.16558e-17	1.01181
-2.58357e+14	1.33035e-17	-0.230698
-2.57868e+14	3.98166e-17	-2.04788
-2.5738e+14	2.02378e-17	-1.96622
-2.56892e+14	5.01852e-18	-2.1498
-2.56404e+14	8.7182e-17	-1.59861
-2.55915e+14	6.36429e-17	-2.65152
-2.55427e+14	1.70354e-17	-3.08797
-2.54939e+14	2.80632e-17	-1.75105
-2.5445e+14	7.77143e-17	-1.40091
-2.53962e+14	5.85448e-17	-1.72218
-2.53474e+14	3.073e-17	-1.20815
-2.52986e+14	2.52654e-17	-1.3314
-2.52497e+14	2.92645e-17	-1.52983
-2.52009e+14	5.3735e-18	-1.69845
-2.51521e+14	3.4592e-17	-1.91309
-2.51032e+14	1.36738e-17	-2.06402
-2.50544e+14	7.13462e-17	-1.48191
-2.50056e+14	2.37109e-17	-0.352455
-2.49568e+14	7.47876e-17	0.0139383
-2.49079e+14	3.4816e-17	0.722358
-2.48591e+14	3.37617e-17	-0.105803
-2.48103e+14	3.99959e-17	0.274982
-2.47614e+14	7.63484e-18	-0.168153
-2.47126e+14	1.45579e-16	0.519192
-2.46638e+14	4.33341e-17	-0.337091
-2.4615e+14	4.56677e-17	0.367179
-2.45661e+14	2.58459e-17	-0.223015
-2.45173e+14	1.20718e-17	0.185171
-2.44685e+14	2.07096e-17	-0.144864
-2.44196e+14	7.84476e-17	0.189492
-2.43708e+14	5.01546e-17	0.307878
-2.4322e+14	1.04312e-16	0.536398
-2.42732e+14	6.65975e-17	-0.0608153
-2.42243e+14	3.94357e-17	-0.514023
-2.41755e+14	5.21568e-17	-0.308634
-2.41267e+14	8.97654e-18	0.968189
-2.40779e+14	2.21685e-17	0.219778
-2.4029e+14	1.98129e-18	-1.2116
-2.39802e+14	7.17402e-17	-0.0532168
-2.39314e+14	1.88039e-17	-0.443098
-2.38825e+14	1.59348e-17	-1.1813
-2.38337e+14	2.58576e-17	-0.0553555
-2.37849e+14	1.71752e-19	-1.60595
-2.37361e+14	7.74489e-18	0.509452
-2.36872e+14	3.15149e-18	-0.417665
-2.36384e+14	7.44465e-18	0.228404
-2.35896e+14	2.74171e-17	-0.216732
-2.35407e+14	3.09565e-17	0.680506
-2.34919e+14	6.02604e-17	-0.771339
-2.34431e+14	6.08343e-18	-0.700631
-2.33943e+14	2.84098e-17	-0.295664
-2.33454e+14	9.21347e-18	-1.33255
-2.32966e+14	1.93069e-18	-0.803967
-2.32478e+14	1.69221e-20	1.61538
-2.31989e+14	4.55646e-18	-0.310513
-2.31501e+14	2.50136e-19	0.3903
-2.31013e+14	2.20331e-17	-0.651717
-2.30525e+14	1.17001e-18	-1.03642
-2.30036e+14	2.20736e-18	-2.31389
-2.29548e+14	3.31682e-19	-0.861932
-2.2906e+14	3.95563e-18	-2.4493
-2.28571e+14	4.10082e-18	0.617505
-2.28083e+14	6.00933e-19	0.297838
-2.27595e+14	1.0148e-17	0.808608
-2.27107e+14	8.23226e-18	-0.44162
-2.26618e+14	1.56946e-18	2.72192
-2.2613e+14	9.57929e-18	0.61952
-2.25642e+14	1.1247e-17	0.281531
-2.25154e+14	5.85424e-18	2.84479
-2.24665e+14	4.80364e-18	0.289827
-2.24177e+14	1.70842e-17	-1.50531
-2.23689e+14	2.07567e-17	-2.84583
-2.232e+14	1.14886e-17	0.851084
-2.22712e+14	7.41616e-18	1.21842
-2.22224e+14	1.08826e-17	2.72409
-2.21736e+14	8.42203e-18	2.83659
-2.21247e+14	9.41928e-18	2.51193
-2.20759e+14	1.26089e-17	1.02807
-2.20271e+14	5.54416e-18	2.51036
-2.19782e+14	4.99703e-17	2.12356
-2.19294e+14	1.01175e-18	-1.97027
-2.18806e+14	1.7308e-17	2.0849
-2.18318e+14	9.8302e-19	1.74613
-2.17829e+14	4.99085e-18	2.53202
-2.17341e+14	1.73735e-17	2.86793
-2.16853e+14	3.78852e-19	1.14149
-2.16364e+14	6.50468e-18	-2.03823
-2.15876e+14	4.72932e-18	1.5976
-2.15388e+14	7.59775e-20	1.50906
-2.149e+14	4.09579e-19	-0.178729
-2.14411e+14	2.71253e-19	0.144678
-2.13923e+14	2.29705e-17	1.90638
-2.13435e+14	8.71511e-18	-2.18024
-2.12946e+14	5.51251e-18	-1.06867
-2.12458e+14	7.72547e-18	-2.0731
-2.1197e+14	1.68041e-17	1.00336
-2.11482e+14	3.30982e-17	0.907921
-2.10993e+14	2.40081e-17	1.88706
-2.10505e+14	3.92268e-18	0.351615
-2.10017e+14	1.98067e-17	0.718746
-2.09529e+14	9.4267e-19	2.16014
-2.0904e+14	9.16215e-18	-0.869357
-2.08552e+14	2.57927e-17	-1.66525
-2.08064e+14	6.27301e-18	2.50013
-2.07575e+14	2.53984e-18	1.46529
-2.07087e+14	1.91966e-17	0.0579821
-2.06599e+14	6.71592e-18	0.467429
-2.06111e+14	1.37484e-18	0.706106
-2.05622e+14	2.75672e-18	1.06485
-2.05134e+14	3.44059e-17	-0.845542
-2.04646e+14	1.17402e-18	-0.622468
-2.04157e+14	8.58054e-18	1.19684
-2.03669e+14	6.78891e-18	-3.09163
-2.03181e+14	3.5422e-18	1.53581
-2.02693e+14	9.97905e-18	-0.134618
-2.02204e+14	4.72052e-18	1.49122
-2.01716e+14	4.37596e-18	-0.372593
-2.01228e+14	1.01642e-17	-1.3247
-2.00739e+14	1.78643e-18	-0.624793
-2.00251e+14	1.14284e-17	0.948471
-1.99763e+14	3.80654e-18	-0.174211
-1.99275e+14	3.26698e-17	-0.726128
-1.98786e+14	1.25207e-17	-1.26322
-1.98298e+14	1.56225e-17	1.14922
-1.9781e+14	4.45882e-18	-0.65126
-1.97321e+14	8.97652e-18	-1.28646
-1.96833e+14	6.2569e-17	-0.775878
-1.96345e+14	3.32158e-18	-0.019884
-1.95857e+14	3.83445e-17	0.385677
-1.95368e+14	2.05074e-17	-0.538773
-1.9488e+14	4.33393e-17	-0.752512
-1.94392e+14	3.46229e-17	-0.00898154
-1.93904e+14	1.51613e-17	-0.139686
-1.93415e+14	9.68864e-17	-0.437725
-1.92927e+14	4.9316e-17	-1.09021
-1.92439e+14	2.31137e-17	1.73001
-1.9195e+14	5.16668e-18	0.571256
-1.91462e+14	2.00619e-17	-0.244221
-1.90974e+14	2.44101e-17	-1.46882
-1.90486e+14	2.98036e-17	-0.662732
-1.89997e+14	3.76257e-19	3.10013
-1.89509e+14	2.18147e-17	-0.923788
-1.89021e+14	1.76584e-17	-0.368847
-1.88532e+14	1.87068e-17	-1.29672
-1.88044e+14	1.01118e-17	-2.45552
-1.87556e+14	1.32291e-17	2.01264
-1.87068e+14	7.32123e-18	-1.45306
-1.86579e+14	8.43619e-18	2.56431
-1.86091e+14	9.28429e-18	1.11754
-1.85603e+14	2.0226e-17	-2.28158
-1.85114e+14	3.1949e-17	-2.99704
-1.84626e+14	1.64816e-17	1.18407
-1.84138e+14	7.3661e-18	1.18004
-1.8365e+14	6.68116e-19	-1.13412
-1.83161e+14	1.92043e-17	-1.85742
-1.82673e+14	8.31035e-17	0.621766
-1.82185e+14	1.69126e-17	0.192832
-1.81696e+14	1.03697e-17	-2.81083
-1.81208e+14	6.76791e-17	-1.81356
-1.8072e+14	5.79386e-17	0.174565
-1.80232e+14	3.71259e-18	1.02342
-1.79743e+14	1.07044e-17	1.77963
-1.79255e+14	4.55999e-17	-2.19944
-1.78767e+14	5.1271e-17	0.786255
-1.78279e+14	2.9851e-17	0.275966
-1.7779e+14	2.22928e-17	-0.076841
-1.77302e+14	1.40204e-17	-2.18521
-1.76814e+14	2.94898e-17	1.36886
-1.76325e+14	1.58128e-17	0.287795
-1.75837e+14	8.57296e-18	0.184119
-1.75349e+14	4.87263e-19	-1.39968
-1.74861e+14	4.904e-17	-0.155488
-1.74372e+14	1.98998e-17	0.0723309
-1.73884e+14	2.0017e-17	-0.600893
-1.73396e+14	2.82045e-17	-1.57603
-1.72907e+14	3.71747e-17	-0.321067
-1.72419e+14	1.20896e-17	-0.347674
-1.71931e+14	9.15247e-18	0.0606684
-1.71443e+14	1.11298e-17	-1.81716
-1.70954e+14	9.00495e-17	-0.305143
-1.70466e+14	2.38646e-17	0.399885
-1.69978e+14	9.55686e-18	-0.814942
-1.69489e+14	9.90349e-18	-1.9373
-1.69001e+14	7.1466e-17	-0.338005
-1.68513e+14	1.02343e-17	-0.618452
-1.68025e+14	8.37305e-19	-0.424835
-1.67536e+14	2.85342e-19	2.25602
-1.67048e+14	1.01782e-16	-0.50276
-1.6656e+14	3.28877e-17	-0.178277
-1.66071e+14	4.13539e-17	0.0574371
-1.65583e+14	1.12103e-17	0.0106804
-1.65095e+14	7.01337e-17	-0.353023
-1.64607e+14	4.57586e-17	-0.299279
-1.64118e+14	1.13923e-17	1.64099
-1.6363e+14	1.15387e-18	-1.88965
-1.63142e+14	6.85721e-17	-0.090678
-1.62654e+14	4.04082e-17	0.883016
-1.62165e+14	1.74528e-17	-0.0761921
-1.61677e+14	1.09599e-17	2.21412
-1.61189e+14	9.68913e-18	-0.0320097
-1.607e+14	5.6683e-18	-0.772891
-1.60212e+14	1.90441e-17	0.591647
-1.59724e+14	5.70032e-17	1.07752
-1.59236e+14	1.02839e-17	-0.144227
-1.58747e+14	5.898e-18	0.779558
-1.58259e+14	5.66323e-17	0.52655
-1.57771e+14	2.52218e-17	1.06701
-1.57282e+14	2.32922e-17	0.689815
-1.56794e+14	9.35525e-19	-0.930821
-1.56306e+14	1.25479e-17	-0.731818
-1.55818e+14	3.12825e-17	1.14871
-1.55329e+14	4.17846e-17	-0.999911
-1.54841e+14	1.26741e-17	1.4111
-1.54353e+14	1.34234e-18	3.06481
-1.53864e+14	8.43842e-18	1.68972
-1.53376e+14	1.7454e-17	-1.10485
-1.52888e+14	7.13111e-19	1.71706
-1.524e+14	1.00055e-17	1.73001
-1.51911e+14	1.62327e-17	1.8002
-1.51423e+14	8.50117e-18	-1.1685
-1.50935e+14	2.58404e-17	2.7157
-1.50446e+14	1.10089e-17	0.920413
-1.49958e+14	1.9513e-17	2.01992
-1.4947e+14	7.02862e-18	3.01453
-1.48982e+14	3.02854e-18	0.30117
-1.48493e+14	2.67577e-18	2.59346
-1.48005e+14	8.00944e-18	3.08224
-1.47517e+14	1.18021e-17	1.21357
-1.47029e+14	4.21533e-17	1.87263
-1.4654e+14	8.94086e-18	1.584
-1.46052e+14	4.47644e-17	2.14289
-1.45564e+14	4.95497e-17	2.28413
-1.45075e+14	4.00168e-17	2.60773
-1.44587e+14	2.98577e-17	1.82066
-1.44099e+14	5.26502e-17	2.14318
-1.43611e+14	3.97667e-17	2.91267
-1.43122e+14	6.80972e-17	2.78916
-1.42634e+14	2.08366e-17	2.28953
-1.42146e+14	4.93465e-17	2.22927
-1.41657e+14	6.02945e-17	2.61779
-1.41169e+14	3.09485e-17	2.7956
-1.40681e+14	1.29913e-17	-1.658
-1.40193e+14	3.76641e-17	2.81642
-1.39704e+14	8.29056e-17	-2.8379
-1.39216e+14	9.65699e-18	3.0118
-1.38728e+14	3.15306e-18	2.28498
-1.38239e+14	9.66209e-17	3.00755
-1.37751e+14	1.46845e-17	-3.12068
-1.37263e+14	2.00883e-17	2.15013
-1.36775e+14	7.03876e-17	2.29984
-1.36286e+14	1.17782e-16	-3.012
-1.35798e+14	1.2787e-16	2.80849
-1.3531e+14	3.81092e-17	-3.00194
-1.34821e+14	2.37433e-16	-2.8056
-1.34333e+14	9.82105e-17	-3.07962
-1.33845e+14	8.11447e-17	-2.53515
-1.33357e+14	5.89028e-17	1.12296
-1.32868e+14	1.73504e-16	-2.58755
-1.3238e+14	4.56913e-16	2.88934
-1.31892e+14	8.29648e-17	2.91449
-1.31404e+14	3.34943e-17	2.96279
-1.30915e+14	1.95116e-16	2.63229
-1.30427e+14	1.15249e-16	-2.82341
-1.29939e+14	6.99697e-18	-2.59078
-1.2945e+14	3.16328e-16	2.93429
-1.28962e+14	1.80577e-16	2.94694
-1.28474e+14	1.36931e-16	-2.63166
-1.27986e+14	1.34058e-16	1.74391
-1.27497e+14	1.67566e-16	-2.97685
-1.27009e+14	9.1162e-17	-3.03615
-1.26521e+14	1.1468e-16	2.55403
-1.26032e+14	4.86768e-17	2.43123
-1.25544e+14	2.28872e-16	2.85052
-1.25056e+14	1.5234e-18	-0.0276939
-1.24568e+14	2.24403e-17	-0.0843464
-1.24079e+14	3.50264e-17	-0.213145
-1.23591e+14	1.05547e-16	-1.29398
-1.23103e+14	2.21813e-17	-2.38585
-1.22614e+14	2.72074e-17	0.525952
-1.22126e+14	3.54839e-17	-0.308728
-1.21638e+14	2.80051e-18	0.0108865
-1.2115e+14	4.13593e-17	0.0940288
-1.20661e+14	3.32947e-17	-2.02956
-1.20173e+14	5.71217e-17	-0.307709
-1.19685e+14	3.49983e-17	-0.859609
-1.19196e+14	2.22221e-17	-2.29294
-1.18708e+14	2.90978e-17	0.0614238
-1.1822e+14	1.39507e-16	-1.4053
-1.17732e+14	1.08521e-16	-0.488088
-1.17243e+14	3.7599e-17	0.233152
-1.16755e+14	3.00236e-17	-2.95469
-1.16267e+14	1.41298e-16	-0.520187
-1.15779e+14	3.38846e-17	-1.54782
-1.1529e+14	1.3549e-16	-1.71568
-1.14802e+14	6.78722e-19	-0.480138
-1.14314e+14	2.38104e-17	1.158
-1.13825e+14	5.91967e-17	-0.406949
-1.13337e+14	3.59057e-19	-0.23127
-1.12849e+14	2.4776e-17	-0.901437
-1.12361e+14	3.44167e-17	-0.781125
-1.11872e+14	2.11843e-17	-0.772868
-1.11384e+14	3.84083e-20	2.86721
-1.10896e+14	3.3478e-17	-1.35711
-1.10407e+14	2.39352e-17	-0.575369
-1.09919e+14	3.6315e-17	-0.967473
-1.09431e+14	4.41035e-18	0.381124
-1.08943e+14	2.45249e-17	-1.87447
-1.08454e+14	5.03889e-18	-1.33602
-1.07966e+14	3.88488e-17	-0.65744
-1.07478e+14	1.05878e-17	3.05988
-1.06989e+14	1.08407e-17	-0.380082
-1.06501e+14	7.00431e-18	-0.956736
-1.06013e+14	1.96924e-17	-0.0371077
-1.05525e+14	5.89887e-18	-1.05475
-1.05036e+14	6.11842e-18	-1.46846
-1.04548e+14	2.97263e-17	-1.11384
-1.0406e+14	5.09504e-17	-0.486623
-1.03571e+14	2.57066e-18	-1.87127
-1.03083e+14	1.55817e-17	-0.627069
-1.02595e+14	3.42052e-17	-1.28502
-1.02107e+14	3.01425e-17	-1.14762
-1.01618e+14	5.55505e-18	-1.75184
-1.0113e+14	4.98191e-18	-2.14564
-1.00642e+14	2.47538e-17	-0.892872
-1.00154e+14	1.39018e-17	-0.0842835
-9.96652e+13	7.42799e-18	0.0300907
-9.9177e+13	3.91485e-17	0.251757
-9.86887e+13	8.69482e-18	-0.499786
-9.82004e+13	4.5026e-17	-0.553176
-9.77121e+13	1.19973e-17	-1.0779
-9.72238e+13	2.37056e-17	-0.656089
-9.67355e+13	3.38143e-17	-0.236722
-9.62473e+13	2.96183e-17	-0.00508425
-9.5759e+13	5.44771e-17	-0.0441505
-9.52707e+13	3.79168e-17	-0.261648
-9.47824e+13	6.91208e-17	-0.567021
-9.42941e+13	3.46754e-17	-0.488603
-9.38059e+13	1.58682e-17	0.452343
-9.33176e+13	6.8324e-18	0.729091
-9.28293e+13	1.42803e-17	0.34995
-9.2341e+13	6.61533e-18	0.376387
-9.18527e+13	1.57145e-17	0.733525
-9.13645e+13	2.68412e-17	0.976004
-9.08762e+13	1.22048e-17	-0.782341
-9.03879e+13	3.69046e-18	-0.506932
-8.98996e+13	2.84027e-17	0.78095
-8.94113e+13	1.95447e-18	0.144681
-8.8923e+13	3.5211e-17	-0.352068
-8.84348e+13	1.38729e-17	0.291331
-8.79465e+13	9.81565e-18	0.0752488
-8.74582e+13	2.55514e-17	0.314583
-8.69699e+13	4.94596e-17	-0.374903
-8.64816e+13	9.66457e-18	0.0362489
-8.59934e+13	1.89031e-17	1.09371
-8.55051e+13	2.75443e-17	1.57356
-8.50168e+13	2.04935e-17	-0.0396503
-8.45285e+13	8.87095e-18	0.939099
-8.40402e+13	1.54702e-17	0.639813
-8.3552e+13	1.1814e-17	1.26111
-8.30637e+13	3.01864e-17	0.417181
-8.25754e+13	5.40806e-18	0.490767
-8.20871e+13	4.48378e-18	1.26377
-8.15988e+13	2.52193e-18	1.24999
-8.11105e+13	3.76663e-17	0.196412
-8.06223e+13	2.26117e-17	0.588514
-8.0134e+13	8.78462e-18	0.0525492
-7.96457e+13	1.83061e-17	0.527412
-7.91574e+13	4.02749e-17	0.0742364
-7.86691e+13	3.6887e-18	0.666955
-7.81809e+13	8.31052e-18	-0.627599
-7.76926e+13	8.32811e-18	1.25803
-7.72043e+13	3.32095e-17	-0.0312065
-7.6716e+13	6.81991e-18	-0.21315
-7.62277e+13	3.36377e-17	-0.264146
-7.57395e+13	1.24866e-17	0.923667
-7.52512e+13	2.09134e-17	0.05593
-7.47629e+13	8.83733e-18	1.97773
-7.42746e+13	1.64924e-17	0.0972853
-7.37863e+13	9.80951e-18	-2.97211
-7.3298e+13	2.08909e-17	-0.535138
-7.28098e+13	5.00272e-17	-0.399732
-7.23215e+13	1.12627e-16	0.194054
-7.18332e+13	2.51166e-17	0.415792
-7.13449e+13	1.0274e-17	-0.568056
-7.08566e+13	1.90289e-18	-0.0889432
-7.03684e+13	2.22961e-17	-0.33305
-6.98801e+13	4.62548e-17	0.595874
-6.93918e+13	5.17496e-17	0.203682
-6.89035e+13	4.57762e-17	0.529924
-6.84152e+13	3.35087e-17	-0.282042
-6.7927e+13	2.28562e-17	0.617846
-6.74387e+13	1.15278e-16	0.748361
-6.69504e+13	4.66925e-17	0.629754
-6.64621e+13	1.45739e-16	0.137119
-6.59738e+13	1.71491e-17	0.215887
-6.54855e+13	1.20394e-16	0.220055
-6.49973e+13	1.02795e-16	0.0657006
-6.4509e+13	4.57462e-17	0.517076
-6.40207e+13	4.71564e-17	0.0141522
-6.35324e+13	1.35456e-16	-0.232497
-6.30441e+13	1.25313e-16	0.143612
-6.25559e+13	7.58487e-18	-0.292459
-6.20676e+13	2.50986e-18	-0.572687
-6.15793e+13	6.87429e-17	0.10716
-6.1091e+13	2.11858e-17	0.211694
-6.06027e+13	2.66303e-17	-0.325704
-6.01145e+13	3.06388e-17	-0.247727
-5.96262e+13	1.55539e-17	-0.646527
-5.91379e+13	3.171e-17	-0.197936
-5.86496e+13	6.58093e-17	-0.340165
-5.81613e+13	9.76891e-19	-1.85296
-5.7673e+13	1.77291e-17	-0.733067
-5.71848e+13	3.46656e-17	-0.247496
-5.66965e+13	5.00626e-17	-0.150369
-5.62082e+13	1.46226e-17	-0.520502
-5.57199e+13	9.13006e-17	-0.537662
-5.52316e+13	5.48022e-17	-0.530712
-5.47434e+13	1.58539e-17	0.0927022
-5.42551e+13	4.10186e-17	-0.0992859
-5.37668e+13	3.68859e-17	-0.0331524
-5.32785e+13	3.70134e-17	-0.0456229
-5.27902e+13	1.522e-17	-0.825578
-5.2302e+13	8.57551e-17	-0.167915
-5.18137e+13	5.50858e-17	-0.353535
-5.13254e+13	3.66114e-17	-0.501151
-5.08371e+13	4.82048e-17	-0.0951428
-5.03488e+13	3.7905e-17	-0.418073
-4.98605e+13	1.95537e-17	-0.38072
-4.93723e+13	3.54294e-17	0.0115528
-4.8884e+13	6.0359e-18	0.75999
-4.83957e+13	3.42118e-17	-0.599943
-4.79074e+13	7.053e-17	-0.482799
-4.74191e+13	3.37276e-17	-0.650255
-4.69309e+13	1.09222e-17	-0.091061
-4.64426e+13	3.66223e-17	-0.31625
-4.59543e+13	8.72128e-18	-0.800771
-4.5466e+13	2.9219e-17	-0.59122
-4.49777e+13	1.358e-17	-0.0600564
-4.44895e+13	3.67102e-17	-0.232282
-4.40012e+13	1.07841e-17	-0.798271
-4.35129e+13	2.60065e-17	-0.704506
-4.30246e+13	4.0119e-17	-0.256348
-4.25363e+13	9.39553e-18	-0.602632
-4.2048e+13	4.94821e-18	-0.586705
-4.15598e+13	1.02681e-17	-0.308374
-4.10715e+13	1.60604e-17	-0.00749459
-4.05832e+13	1.09207e-17	-0.360276
-4.00949e+13	1.00461e-18	-1.22448
-3.96066e+13	1.69988e-17	-1.35258
-3.91184e+13	1.3743e-17	-0.408283
-3.86301e+13	4.03036e-17	-0.00733375
-3.81418e+13	2.27069e-18	1.26077
-3.76535e+13	2.83336e-17	-0.136773
-3.71652e+13	1.94483e-17	-1.85331
-3.6677e+13	4.01771e-17	0.0613473
-3.61887e+13	5.98703e-18	-1.92247
-3.57004e+13	2.04039e-17	-0.194735
-3.52121e+13	1.02831e-19	-2.58002
-3.47238e+13	3.32071e-18	0.579586
-3.42355e+13	2.19927e-18	0.886059
-3.37473e+13	2.71115e-17	-0.0887679
-3.3259e+13	5.65477e-18	1.82719
-3.27707e+13	4.07094e-17	1.43942
-3.22824e+13	1.04927e-17	1.41519
-3.17941e+13	7.77182e-19	-2.81345
-3.13059e+13	2.69673e-18	0.0514215
-3.08176e+13	3.23638e-17	-0.0772553
-3.03293e+13	3.72596e-18	1.07019
-2.9841e+13	2.40474e-17	-0.682836
-2.93527e+13	4.11644e-17	-1.01796
-2.88645e+13	1.26517e-17	0.225558
-2.83762e+13	2.66066e-18	-1.89751
-2.78879e+13	2.51062e-17	0.0816071
-2.73996e+13	3.61929e-18	-2.11976
-2.69113e+13	2.40263e-17	0.644478
-2.6423e+13	3.45736e-18	1.19849
-2.59348e+13	3.78706e-18	-0.168642
-2.54465e+13	1.32178e-17	-0.408528
-2.49582e+13	4.57057e-18	0.960985
-2.44699e+13	8.86785e-19	-1.04928
-2.39816e+13	8.77694e-18	3.12187
-2.34934e+13	2.83501e-17	0.767684
-2.30051e+13	1.57843e-17	0.632217
-2.25168e+13	1.42506e-17	1.20701
-2.20285e+13	1.16375e-17	0.89068
-2.15402e+13	9.38499e-18	-0.982432
-2.1052e+13	3.79771e-17	0.479378
-2.05637e+13	1.29125e-17	0.651503
